Name,Genre,ESRB_Rating,Platform,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,Global_Sales,Year,img_url,Market_Share
Narcissus: Moshimo Ashita ga Runara,Adventure,,PSP,Kadokawa Shoten,Kadokawa Shoten,,,,0.02,2010,/games/boxart/full_narcissus-moshimo-ashita-ga-runara_1JapanFront.jpg,0.002924789049589836
Truck Racer,Racing,,Wii,Nordic Games,Brain in a Jar,,,,0.02,2009,/games/boxart/full_4864460PALFrontccc.jpg,0.002839900603478895
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Action,,PSV,Namco Bandai Games,Unknown,,,,0.02,2015,/games/boxart/full_8405482JapanFrontccc.jpg,0.005311520688373105
Persona Dancing: Deluxe Twin Plus,Music,,PSV,Atlus,Atlus,,,,0.02,2018,/games/boxart/full_7923226JapanFrontccc.jpg,0.007973845785822498
IHRA Drag Racing: Sportsman Edition,Racing,E10,XB,Bethesda Softworks,Bethesda Softworks,,,,0.02,2006,/games/boxart/full_6944788AmericaFrontccc.jpg,0.0039298135303480084
"Sharin no Kuni, Himawari no Shoujo",Visual Novel,,X360,5pb,5pb. Games,,,,0.02,2010,/games/boxart/full_sharin-no-kuni-himawari-no-shoujo_625JapanFront.jpg,0.002924789049589836
Drone Tactics,Strategy,E10,DS,Atlus,Success,,,,0.02,2008,/games/boxart/full_8682190AmericaFrontccc.jpg,0.002708228953675768
I Love Horses: Rider's Paradise,Simulation,E,Wii,Destineer,Destineer,,,,0.02,2010,/games/boxart/default.jpg,0.002924789049589836
Simple DS Series Vol. 42: The Haioku Byoutou,Adventure,,DS,D3 Publisher,Intense,,,,0.02,2008,/games/boxart/full_5950287JapanFrontccc.jpg,0.002708228953675768
So-Ra-No-Wo-To: Otome no Gojuusou,Adventure,,PSP,Compile Heart,Compile Heart,,,,0.02,2010,/games/boxart/full_1096619JapanFrontccc.jpg,0.002924789049589836
Technic Beat,Misc,E,PS2,Mastiff,Arika,,,,0.02,2004,/games/boxart/full_1028477AmericaFrontccc.jpg,0.004338677137340836
Football Academy,Sports,,DS,EA Sports,Electronic Arts,,,,0.02,2009,/games/boxart/full_4942474PALFrontccc.jpg,0.002839900603478895
FIFA Soccer 08,Sports,E,PC,EA Sports,EA Canada,,,,0.02,2007,/games/boxart/6671424ccc.jpg,0.0030951607162202264
Football Manager 2007,Sports,,X360,Sega,Sports Interactive,,8.4,,0.02,2006,/games/boxart/full_2764219PALFrontccc.jpg,0.0039298135303480084
Pioneer no Banshou,Visual Novel,,PSV,Idea Factory,Idea Factory,,,,0.02,2018,/games/boxart/full_5129229JapanFrontccc.jpg,0.007973845785822498
Hanayamata: Yosakoi Live,Adventure,,PSV,Namco Bandai Games,Namco Bandai Games,,,,0.02,2014,/games/boxart/full_454082JapanFrontccc.jpg,0.004523658735185026
WRC 5: FIA World Rally Championship,Racing,E,XOne,Bigben Interactive,Kylotonn Entertainment,,,,0.02,2015,/games/boxart/full_2643387AmericaFrontccc.jpg,0.005311520688373105
Yume Neko DS,Simulation,,DS,Sega,Sega,,,,0.02,2008,/games/boxart/full_9087162JapanFrontccc.jpg,0.002708228953675768
Dream C Club,Misc,,PS3,D3Publisher,Unknown,,,,0.02,2012,/games/boxart/default.jpg,0.00499475550671797
SBK Superbike World Championship,Racing,E10,PS2,Conspiracy Entertainment,Milestone,,,,0.02,2009,/games/boxart/full_9654111AmericaFrontccc.jpg,0.002839900603478895
Yoku's Island Express,Action,E10,XOne,Villa Gorilla,Villa Gorilla,,9.0,,0.02,2018,/games/boxart/full_5488897AmericaFrontccc.jpg,0.007973845785822498
Memories Off 6: Next Relation,Adventure,,PS2,5pb,5pb. Games,,,,0.02,2009,/games/boxart/full_3999591JapanFrontccc.jpg,0.002839900603478895
Scared Rider Xechs,Adventure,,PS2,RED Entertainment,RED Entertainment,,,,0.02,2010,/games/boxart/full_scared-rider-xechs_2JapanFront.jpg,0.002924789049589836
Motorsport Manager (2017),Simulation,,PC,Sega,Playsport Games,,,,0.02,2017,/games/boxart/full_687719PALFrontccc.jpg,0.005459111256687445
Vitamin X: Detective B6,Misc,,PSP,D3Publisher,Unknown,,,,0.02,2012,/games/boxart/default.jpg,0.00499475550671797
Misshitsu no Sacrifice,Adventure,,PSP,D3 Publisher,Intense,,,,0.02,2010,/games/boxart/full_6438105JapanFrontccc.jpg,0.002924789049589836
Ouran Koukou Host Bu,Adventure,,PS2,Idea Factory,Idea Factory,,,,0.02,2007,/games/boxart/full_6948269JapanFrontccc.jpg,0.0030951607162202264
Lotus Challenge,Racing,E,GC,Ignition Entertainment,Kuju Entertainment,,,,0.02,2004,/games/boxart/full_3477249AmericaFrontccc.jpg,0.004338677137340836
Grisaia no Kajitsu: Side Episode,Adventure,,PSV,Prototype,Prototype,,,,0.02,2017,/games/boxart/full_5397059JapanFrontccc.jpg,0.005459111256687445
Penguins of Madagascar,Action-Adventure,E,Wii,Little Orbit,Little Orbit,,,,0.02,2014,/games/boxart/full_8158718AmericaFrontccc.jpg,0.004523658735185026
Dragon Quest X: All in One Package Ver.1-4,MMO,,PS4,Square Enix,Square Enix,,,,0.01,2018,/games/boxart/full_8024252JapanFrontccc.jpg,0.003986922892911249
Chameleon: To Dye For!,Puzzle,E,DS,UFO Interactive,Starfish,,,,0.01,2007,/games/boxart/3080425ccc.gif,0.0015475803581101132
Dragon Zakura DS,Misc,,DS,Electronic Arts,EA Japan Studio,,,,0.01,2007,/games/boxart/full_858226JapanFrontccc.jpg,0.0015475803581101132
Rugby League Live 3,Sports,,PS3,Tru Blu Entertainment,Big Ant Studios,,,,0.01,2015,/games/boxart/full_9535483PALFrontccc.jpg,0.0026557603441865526
Sora no Otoshimono: DokiDoki Summer Vacation,Adventure,,PSP,Kadokawa Shoten,Kadokawa Shoten,,,,0.01,2010,/games/boxart/full_4929405JapanFrontccc.jpg,0.001462394524794918
Blackthorne,Action,T,GBA,Blizzard Entertainment,Mass Media,,7.1,,0.01,2003,/games/boxart/6366634ccc.jpg,0.002480404802063706
DokuSui: DokiDoki Suikoden,Role-Playing,,PSP,Irem Software Engineering,Silicon Studio,,,,0.01,2011,/games/boxart/full_dokusui-dokidoki-suikoden_726JapanFront.jpg,0.0015614752818462973
Shinseiki Evangelion: Battle Orchestra Portable,Fighting,,PSP,Broccoli,Headlock,,,,0.01,2009,/games/boxart/full_292703JapanFrontccc.jpg,0.0014199503017394476
BlazBlue: Continuum Shift EXTEND,Fighting,T,PSP,Arc System Works,Arc System Works,,,,0.01,2012,/games/boxart/default.jpg,0.002497377753358985
Bomberman (jp sales),Puzzle,E,PSP,Konami,Hudson Soft,,,,0.01,2006,/games/boxart/728619ccc.jpg,0.0019649067651740042
S.Y.K: Shinsetsu Saiyuuki,Adventure,,PS2,Idea Factory,Idea Factory,,,,0.01,2009,/games/boxart/full_7344199JapanFrontccc.jpg,0.0014199503017394476
Military History: Commander - Europe at War,Strategy,,DS,Slitherine Software,Impressionware SRL,,,,0.01,2009,/games/boxart/full_5197639PALFrontccc.jpg,0.0014199503017394476
Black Cat,Action,,PS2,Capcom,Capcom,,,,0.01,2006,/games/boxart/full_2455328JapanFrontccc.jpg,0.0019649067651740042
Fast Racing Neo,Racing,E,WiiU,Shin'en,Shin'en,,8.1,,0.01,2015,/games/boxart/full_378961PALFrontccc.jpg,0.0026557603441865526
Evil Genius,Strategy,T,PC,VU Games,Elixir Studios,,,,0.01,2004,/games/boxart/9588415ccc.jpg,0.002169338568670418
Smart Kid's Mega Game Mix,Misc,E,DS,UFO Interactive,Starfish Inc.,,,,0.01,2009,/games/boxart/full_947211AmericaFrontccc.jpg,0.0014199503017394476
Space Invaders Revolution,Shooter,E,DS,Mastiff,Taito Corporation,,,,0.01,2005,/games/boxart/2732142ccc.gif,0.002159220953080143
Wiffle Ball Advance,Sports,E,DS,"Destination Software, Inc",Skyworks Technologies,,,,0.01,2007,/games/boxart/3237610ccc.gif,0.0015475803581101132
GRIP: Combat Racing,Racing,E10,PS4,U&I Entertainment,Caged Element,,,,0.01,2018,/games/boxart/full_8849677AmericaFrontccc.jpg,0.003986922892911249
Impossible Creatures,Strategy,T,PC,Microsoft Game Studios,Relic,,,8.0,0.01,2002,/games/boxart/full_8756738AmericaFrontccc.jpg,0.0025698352735589757
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,Role-Playing,,DS,Unknown,Logic Korea,,,,0.01,2011,/games/boxart/full_red-stone-ds-akaki-ishi-ni-michibikareshi-monotachi_800JapanFront.jpg,0.0015614752818462973
Tekken 7,Fighting,T,PC,Namco Bandai Games,Namco Bandai Games,,,,0.01,2017,/games/boxart/full_9246712AmericaFrontccc.jpg,0.0027295556283437224
Imperium Romanum,Strategy,E10,PC,SouthPeak Interactive,Haemimont Games,,,,0.01,2008,/games/boxart/3790825ccc.jpg,0.001354114476837884
Wand of Fortune: Mirai e no Prologue Portable,Adventure,,PSP,Idea Factory,Idea Factory,,,,0.01,2010,/games/boxart/full_wand-of-fortune-mirai-e-no-prologue-portable_605JapanFront.jpg,0.001462394524794918
Harukanaru Toki no Naka de Ultimate,Visual Novel,,PSV,Koei Tecmo,Koei Tecmo Games,,,,0.01,2018,/games/boxart/full_1328075JapanFrontccc.jpg,0.003986922892911249
Secret Game Portable,Adventure,,PSP,Yeti,Regista,,,,0.01,2010,/games/boxart/full_517108JapanFrontccc.jpg,0.001462394524794918
Sengoku Hime: Senran ni Mau Otometachi,Adventure,,PSP,Yeti,Yeti,,,,0.01,2009,/games/boxart/full_1155371JapanFrontccc.jpg,0.0014199503017394476
Kimi no Yuusha,Role-Playing,,DS,SNK Playmore,SNK Playmore Corporation,,,,0.01,2008,/games/boxart/full_1374860JapanFrontccc.jpg,0.001354114476837884
The Peanuts Movie: Snoopy's Grand Adventure,Platform,E,X360,Activision,Behaviour Interactive,,,,0.01,2015,/games/boxart/full_2957757AmericaFrontccc.jpg,0.0026557603441865526
Tom Clancy's Ghost Recon Advanced Warfighter (weekly JP sales),Shooter,T,X360,Ubisoft,Ubisoft Paris,,,,0.01,2006,/games/boxart/full_160557AmericaFrontccc.jpg,0.0019649067651740042
Nobunaga no Yabou Online: Houou no Shou,Misc,,PS3,Tecmo Koei,Unknown,,,,0.01,2012,/games/boxart/default.jpg,0.002497377753358985
Postman Pat: Special Delivery Service,Misc,,DS,GSP,Uacari,,,,0.01,2009,/games/boxart/full_9897361PALFrontccc.jpg,0.0014199503017394476
Cosmetic Paradise: Make no Kiseki,Misc,,DS,Global A Entertainment,Global A Entertainment,,,,0.01,2008,/games/boxart/full_5315666JapanFrontccc.jpg,0.001354114476837884
Musynx,Music,RP,NS,PM Studios,PM Studios,,7.5,,0.01,2018,/games/boxart/full_8076844AmericaFrontccc.jpg,0.003986922892911249
Nobunaga no Yabou DS,Strategy,,DS,KOEI,Koei,,,,0.01,2006,/games/boxart/full_7507138JapanFrontccc.jpg,0.0019649067651740042
The Dwarves,Role-Playing,,PC,THQ Nordic,KING Art Games,,,,0.01,2016,/games/boxart/full_8553476PALFrontccc.jpg,0.0029586674161957605
VOEZ,Music,E,NS,PM Studios,Rayark Inc.,,8.5,,0.01,2018,/games/boxart/full_7239816AmericaFrontccc.jpg,0.003986922892911249
Banner Saga Trilogy,Role-Playing,T,NS,Gearbox Software,Stoic Studio,,,,0.01,2018,/games/boxart/full_1714722AmericaFrontccc.jpg,0.003986922892911249
Command & Conquer 4: Tiberian Twilight,Strategy,T,PC,Electronic Arts,EA Los Angeles,,6.6,,0.01,2010,/games/boxart/full_2403680AmericaFrontccc.jpg,0.001462394524794918
Wand of Fortune Portable,Adventure,,PSP,Idea Factory,Idea Factory,,,,0.01,2010,/games/boxart/full_wand-of-fortune-portable_7JapanFront.jpg,0.001462394524794918
Kurogane Kaikitan,Adventure,,PSV,Minato Station,Minato Station,,,,0.01,2015,/games/boxart/full_7084205JapanFrontccc.jpg,0.0026557603441865526
Ninja Gaiden Sigma 2,Misc,,PSV,Tecmo Koei,Unknown,,,,0.01,2013,/games/boxart/default.jpg,0.002158941255208454
Hana Oboro: Sengoku Denranki,Adventure,,PSV,Idea Factory,Unknown,,,,0.01,2017,/games/boxart/full_1120154JapanFrontccc.jpg,0.0027295556283437224
